,J [mm/day],Q [mm/day],ET [mm/day]
1/16/2007,11.25,7.083402235,0.183162262
1/17/2007,33,12.54627654,0.857905412
1/18/2007,35.5,33.65140223,0.693294166
1/19/2007,27.75,14.30406704,0.425839979
1/20/2007,18.25,26.10771788,0.981508587
1/21/2007,14.5,13.68271508,0.592198675
1/22/2007,2.5,10.17125698,0.231265698
1/23/2007,1,7.147558659,0.032301628
1/24/2007,1,5.51926257,0.359279062
1/25/2007,0.75,4.402835196,0.556879198
1/26/2007,4.25,4.086402235,0.168378314
1/27/2007,0,3.906955307,0.344629864
1/28/2007,1.25,3.478399441,0.328227188
1/29/2007,0,3.11027933,0.330594598
1/30/2007,0,2.828765363,0.2697192
1/31/2007,1.25,2.631167598,0.325717789
2/1/2007,0.25,2.450689944,0.679409266
2/2/2007,0.5,2.243312849,0.625635824
2/3/2007,0.25,2.041818436,1.223019611
2/4/2007,0,1.888265363,1.225566921
2/5/2007,0,1.761511173,0.790259368
2/6/2007,0,1.631312849,0.623655204
2/7/2007,0,1.516248603,0.83346858
2/8/2007,0,1.530477654,0.059669474
2/9/2007,0,1.430044693,0
2/10/2007,5.75,1.664648045,0
2/11/2007,25,12.32653073,0.541867425
2/12/2007,27,23.33244972,0.247565297
2/13/2007,8.25,13.95522905,0.44626356
2/14/2007,0,7.647687151,1.193171873
2/15/2007,8.5,5.303513966,1.272616735
2/16/2007,20.5,9.927150838,0.156332261
2/17/2007,0.25,8.502159218,0.735485933
2/18/2007,0.5,5.560843575,0.847968036
2/19/2007,0.75,4.335837989,0.32479752
2/20/2007,6,3.789276536,0.95351587
2/21/2007,6.25,3.670315642,0.92585081
2/22/2007,10.75,5.518608939,0.546258823
2/23/2007,10,4.721053073,0.337694472
2/24/2007,20.25,9.184726257,0.447954957
2/25/2007,12.5,12.36411453,0.394600542
2/26/2007,1.5,8.160083799,1.281516065
2/27/2007,29.5,15.47376536,0.321111944
2/28/2007,10.25,11.2664162,0.826050697
3/1/2007,1,7.619907821,0.73384895
3/2/2007,9.75,5.646821229,0.892939445
3/3/2007,1.25,6.00222067,0.820663053
3/4/2007,28.5,11.11540223,0.173772321
3/5/2007,25.75,13.56136592,0.798115062
3/6/2007,26.25,28.52864246,1.924736203
3/7/2007,0,11.33321229,1.601078756
3/8/2007,12.5,8.021388268,1.421868134
3/9/2007,0,7.10778771,1.084049245
3/10/2007,0.25,5.163259777,1.568766464
3/11/2007,0,4.295865922,1.091112735
3/12/2007,6.5,4.038913408,1.311118693
3/13/2007,0.75,3.417134078,1.535723102
3/14/2007,0.5,3.006804469,2.242656517
3/15/2007,9,3.037198324,0.546889138
3/16/2007,0.5,2.80802514,1.025967116
3/17/2007,26.75,5.116148045,0.979564515
3/18/2007,7.75,9.101790503,0.969828251
3/19/2007,9.25,5.281240223,0.851939085
3/20/2007,0.75,4.347527933,0.837402445
3/21/2007,1.5,3.733365922,1.757902735
3/22/2007,3.75,4.21496648,1.570326572
3/23/2007,0,3.574986034,1.6597175
3/24/2007,0,3.165863128,2.790877996
3/25/2007,0,2.865569832,1.620359448
3/26/2007,0,2.602256983,1.868852958
3/27/2007,0.25,2.395106145,2.576918559
3/28/2007,0,2.199871508,2.393159288
3/29/2007,3,2.046268156,1.675790335
3/30/2007,1.75,1.918156425,0.235176439
3/31/2007,0,1.729583799,2.745788495
4/1/2007,0,1.575175978,3.225948813
4/2/2007,0,1.463882682,3.499286877
4/3/2007,0,1.383460894,1.369151636
4/4/2007,0,1.295019553,3.686513153
4/5/2007,0,1.212486034,4.862562002
4/6/2007,0,1.149486034,4.07826371
4/7/2007,0,1.084977654,4.276565181
4/8/2007,0,1.031530726,4.454606276
4/9/2007,0,0.992463687,3.067532196
4/10/2007,0,0.954829609,2.674780549
4/11/2007,0,0.925039106,4.134464078
4/12/2007,0,0.909326816,3.178426099
4/13/2007,0,0.883608939,3.030661394
4/14/2007,0,0.856256983,4.367952879
4/15/2007,0,0.830086592,3.780099702
4/16/2007,0,0.813796089,2.555506348
4/17/2007,0,0.788354749,2.434739741
4/18/2007,0,0.77548324,2.840875663
4/19/2007,0,0.756251397,1.977699574
4/20/2007,0,0.741318436,2.199273839
4/21/2007,0,0.726159218,2.855848264
4/22/2007,0.75,0.716430168,1.11840618
4/23/2007,39.5,1.464511173,0.792014001
4/24/2007,12,3.837393855,0.914163279
4/25/2007,0.75,1.420340782,1.602557161
4/26/2007,0,1.098955307,4.445113714
4/27/2007,0,0.983539106,2.902516654
4/28/2007,0,0.918553073,5.592278776
4/29/2007,0,0.894494413,4.03224996
4/30/2007,0,0.857941341,4.291025094
5/1/2007,0,0.819326816,4.513383658
5/2/2007,0,0.797932961,3.731384625
5/3/2007,0,0.784407821,3.273215399
5/4/2007,0,0.775784916,2.835275294
5/5/2007,0,0.760399441,3.2629643
5/6/2007,8.5,0.787625698,1.604216591
5/7/2007,6,0.841122905,1.449823317
5/8/2007,21.25,1.386854749,1.155597572
5/9/2007,30.75,5.019511173,1.397287214
5/10/2007,1.75,3.711871508,2.589086415
5/11/2007,16.25,3.347648045,1.678001042
5/12/2007,4.25,4.195835196,2.149792901
5/13/2007,22,6.916198324,0.675473266
5/14/2007,3.5,7.614377095,3.600061299
5/15/2007,11,7.342114525,3.304707472
5/16/2007,31.5,10.20215363,1.149107067
5/17/2007,7.75,17.0087933,2.112852319
5/18/2007,6,8.306547486,2.877329387
5/19/2007,12.5,7.902201117,2.512681337
5/20/2007,0,5.191667598,4.210360237
5/21/2007,0,4.051835196,5.371371687
5/22/2007,0,3.385885475,2.600236051
5/23/2007,0,2.847620112,5.789989392
5/24/2007,0,2.455592179,4.432553326
5/25/2007,2,2.214678771,4.658096256
5/26/2007,0,1.893896648,3.277501934
5/27/2007,8,1.898773743,0.506595862
5/28/2007,0.25,1.68672067,4.219379408
5/29/2007,0.25,1.489399441,5.390329189
5/30/2007,12,2.062684358,1.110826134
5/31/2007,5,1.850656425,2.9423888
6/1/2007,0.25,1.593955307,4.31465657
6/2/2007,0,1.391405028,5.172071957
6/3/2007,0,1.309248603,2.167140114
6/4/2007,0,1.238153631,3.885548967
6/5/2007,0,1.170703911,6.365232255
6/6/2007,0,1.108910615,6.630983051
6/7/2007,0,1.056343575,3.281669072
6/8/2007,0,1.016421788,6.217942688
6/9/2007,0,0.963905028,6.848609247
6/10/2007,6.25,0.96526257,3.941604871
6/11/2007,2,1.054382682,5.458793373
6/12/2007,0.5,0.938337989,2.753287158
6/13/2007,2.25,0.912444134,2.398329576
6/14/2007,17.25,1.446410615,1.087521712
6/15/2007,20.75,3.710463687,2.634866509
6/16/2007,0.25,2.553913408,3.356047933
6/17/2007,3,1.705223464,3.348681998
6/18/2007,5.5,1.761460894,1.10931789
6/19/2007,2.5,1.67397486,2.832619029
6/20/2007,3,1.568891061,2.589077099
6/21/2007,4.75,1.620804469,1.678660064
6/22/2007,9.25,2.187402235,2.730319011
6/23/2007,13.25,2.80196648,2.914020214
6/24/2007,2.25,3.516611732,3.427720108
6/25/2007,37,15.15537151,0.847918117
6/26/2007,0.75,7.48048324,4.456923872
6/27/2007,5,4.940522346,2.358447395
6/28/2007,26,4.441173184,3.150509237
6/29/2007,11.5,14.53324022,3.588902576
6/30/2007,28.75,14.76271508,1.034287271
7/1/2007,16.5,15.01182402,1.772228715
7/2/2007,18,18.6375419,1.761001747
7/3/2007,25.25,14.51931285,2.166506879
7/4/2007,30.25,26.10854749,0.666073685
7/5/2007,29.25,24.12673743,1.550483696
7/6/2007,4.25,17.20103631,1.312176806
7/7/2007,6,10.2030838,4.536197834
7/8/2007,2,6.612284916,3.181419045
7/9/2007,17.5,5.810882682,3.761024812
7/10/2007,4.75,8.405723464,2.724627196
7/11/2007,0.25,5.135807263,3.854509588
7/12/2007,3.5,4.47599162,2.78976989
7/13/2007,35.25,15.47286034,0.648970273
7/14/2007,1.5,11.22463408,2.926490318
7/15/2007,6,6.856441341,0.79939589
7/16/2007,0,5.450807263,4.707873848
7/17/2007,14.5,5.328326816,2.826057203
7/18/2007,0.5,4.919455307,4.494338541
7/19/2007,5.5,3.908187151,4.833066579
7/20/2007,60.75,25.41046927,0.302218914
7/21/2007,7,17.64055307,1.243652061
7/22/2007,11.25,13.0726257,1.903584961
7/23/2007,2.75,10.0562933,1.568168345
7/24/2007,0,6.596949721,3.925289975
7/25/2007,18,9.94874581,3.155682342
7/26/2007,37.25,22.69802514,1.557993638
7/27/2007,2,11.71151397,2.852233277
7/28/2007,6,7.275821229,4.574827651
7/29/2007,0,5.575927374,4.843386287
7/30/2007,0.25,4.350117318,4.131042973
7/31/2007,0,3.655156425,5.536869998
8/1/2007,0,3.143337989,5.398339648
8/2/2007,0,2.7315,3.996232748
8/3/2007,1.5,2.433670391,2.946318464
8/4/2007,5.75,2.401868715,1.007787373
8/5/2007,1.75,2.03628771,5.69206549
8/6/2007,4.25,1.918784916,3.867705157
8/7/2007,2.75,1.768374302,3.295364999
8/8/2007,0.25,1.586564246,5.800895636
8/9/2007,0,1.43773743,6.003035056
8/10/2007,0.5,1.357793296,2.045728024
8/11/2007,1,1.269326816,5.596014592
8/12/2007,8.5,1.313899441,3.285944068
8/13/2007,11.5,1.467452514,3.024970179
8/14/2007,17.75,2.846187151,1.117405629
8/15/2007,8.5,2.958310056,2.404376036
8/16/2007,3.5,2.331829609,2.901956812
8/17/2007,4.75,1.970547486,2.526062473
8/18/2007,13.75,3.482723464,1.337409821
8/19/2007,1.75,3.968622905,0.77064452
8/20/2007,0.25,2.886812849,2.972927515
8/21/2007,0,2.386382682,3.570011382
8/22/2007,0,2.108312849,5.703316918
8/23/2007,0,1.89296648,6.319951178
8/24/2007,0,1.775162011,4.975778467
8/25/2007,0,1.670631285,5.438194037
8/26/2007,0,1.568664804,4.375968228
8/27/2007,0,1.468256983,2.859671168
8/28/2007,0,1.376321229,3.300026959
8/29/2007,0,1.306784916,2.907894408
8/30/2007,0.75,1.252407821,2.012398396
8/31/2007,2.75,1.232723464,1.120542532
9/1/2007,0.25,1.207684358,1.20130972
9/2/2007,25.25,2.394804469,1.079022197
9/3/2007,0,1.668670391,3.739765755
9/4/2007,0.25,1.280639665,4.881236758
9/5/2007,0,1.255877095,2.449560788
9/6/2007,0,1.18272067,3.396655227
9/7/2007,0,1.092041899,3.309953534
9/8/2007,0.25,1.029293296,3.222992001
9/9/2007,0,0.980522346,1.469422439
9/10/2007,0.25,0.944698324,3.297455107
9/11/2007,0.25,0.901256983,4.036853512
9/12/2007,0,0.874860335,1.513614524
9/13/2007,0,0.846251397,2.283802571
9/14/2007,6,0.91352514,2.161993781
9/15/2007,0.25,0.825888268,2.23088778
9/16/2007,14.25,1.09048324,1.287213523
9/17/2007,2.25,1.027407821,2.808303129
9/18/2007,1.25,0.838307263,2.148517179
9/19/2007,87.25,20.5337514,0.630852779
9/20/2007,14,18.21901676,1.633086481
9/21/2007,21.5,14.76497765,0.640482957
9/22/2007,1.5,8.351874302,0.985358796
9/23/2007,8.75,6.443572626,0.852489659
9/24/2007,51.75,28.9998352,1.140031974
9/25/2007,23.25,24.32219832,1.90571523
9/26/2007,4.5,10.21135475,1.223386569
9/27/2007,0,6.20248324,1.568432621
9/28/2007,0.25,4.667128492,0.958059191
9/29/2007,0.5,3.765418994,0.743614168
9/30/2007,0.5,3.133382682,1.79606526
10/1/2007,2.25,2.784393855,0.229201379
10/2/2007,0.5,2.448603352,0.534810902
10/3/2007,9,2.474547486,0.607945557
10/4/2007,0,2.299047486,2.341751299
10/5/2007,0.25,1.939374302,2.883603495
10/6/2007,0,1.765558659,1.821564473
10/7/2007,0,1.671385475,0.446423051
10/8/2007,2.75,1.567659218,1.871001444
10/9/2007,29.5,6.409231844,0.540285299
10/10/2007,0,3.452405028,0.750170644
10/11/2007,0.25,2.692030726,1.009446228
10/12/2007,0.5,2.42250838,0.92160687
10/13/2007,3,2.295678771,0.475076005
10/14/2007,1.75,2.139712291,0.55116866
10/15/2007,14.5,3.38249162,1.073237194
10/16/2007,8.5,4.424430168,0.241902319
10/17/2007,0.25,3.713907821,1.166537691
10/18/2007,0,2.915949721,1.64443598
10/19/2007,0.25,2.576715084,1.622110936
10/20/2007,0,2.358351955,1.576946296
10/21/2007,0.25,2.158717877,1.853104136
10/22/2007,0,1.96878771,0.851170976
10/23/2007,0,1.816768156,1.394045024
10/24/2007,0,1.699918994,1.283225513
10/25/2007,0,1.603357542,0.226571171
10/26/2007,4,1.507223464,0.480896852
10/27/2007,12.75,1.920293296,0.206922565
10/28/2007,41.5,14.99681564,0.913344714
10/29/2007,1.25,6.250927374,0.755640085
10/30/2007,3,4.347301676,1.264076983
10/31/2007,0.5,3.394231844,0.577081531
11/1/2007,0.25,2.871402235,0.528903355
11/2/2007,0,2.515399441,0.438410375
11/3/2007,0.25,2.287986034,0.545372252
11/4/2007,0,2.068918994,1.363495356
11/5/2007,5.75,2.039530726,0.331186263
11/6/2007,0.25,1.832606145,1.064242299
11/7/2007,0.75,1.711256983,0.698475773
11/8/2007,12.75,2.441513966,0.643892065
11/9/2007,3.25,2.007879888,0.758977079
11/10/2007,6.75,2.170005587,0.312567212
11/11/2007,10.25,3.504569832,0.969495204
11/12/2007,1.75,2.465170391,0.911895967
11/13/2007,7.75,2.926181564,0.472951595
11/14/2007,1,2.534203911,0.136409988
11/15/2007,0.5,2.306740223,0.854139623
11/16/2007,1.5,2.165555866,0.486188163
11/17/2007,6.75,2.158164804,0.419433293
11/18/2007,1.75,2.625058659,0.09282985
11/19/2007,9.75,2.934,0.11243455
11/20/2007,4.5,3.092002793,0.135416367
11/21/2007,3.5,3.194421788,0.251426229
11/22/2007,2.75,2.946243017,0.224276069
11/23/2007,0.25,2.622921788,0.405720268
11/24/2007,15.75,4.999173184,0.296548509
11/25/2007,2.5,3.882117318,0.426711008
11/26/2007,3.25,3.457935754,0.266413291
11/27/2007,4.75,3.499667598,0.300701469
11/28/2007,17,5.135581006,0.153679519
11/29/2007,6.25,6.625106145,0.470365343
11/30/2007,44.75,18.38956425,0.353845741
12/1/2007,17.25,23.75798883,0.549888758
12/2/2007,37,28.24639944,0.561073276
12/3/2007,15,16.63021508,0.239071614
12/4/2007,17,12.40076816,0.229784664
12/5/2007,26.5,29.26918156,0.418078445
12/6/2007,97,60.0183352,0.14094912
12/7/2007,15.75,27.558,0.303465023
12/8/2007,28.25,21.88382682,0.308574569
12/9/2007,21.75,20.75369832,0.28931455
12/10/2007,0.25,11.23406145,0.176303408
12/11/2007,0,7.069650838,0.276040555
12/12/2007,0,5.241670391,0
12/13/2007,0.25,4.147114525,0.003579352
12/14/2007,0.5,3.542681564,0.319348145
12/15/2007,0,3.081469274,0.124781901
12/16/2007,0,2.679988827,0.001065436
12/17/2007,0,2.410944134,0.157127193
12/18/2007,0,2.185717877,0.10911989
12/19/2007,0,1.985782123,0.229005418
12/20/2007,0,1.787455307,0.292371701
12/21/2007,0,1.645114525,0.09202426
12/22/2007,4.5,1.685011173,0
12/23/2007,0.25,1.519592179,0.504877449
12/24/2007,33.25,6.924041899,0.147541159
12/25/2007,9,6.519670391,0.157322527
12/26/2007,0.5,5.040703911,0.262952594
12/27/2007,16,6.147527933,0.481485226
12/28/2007,57.75,34.63152235,0.187834833
12/29/2007,3.75,17.43548883,0.585961228
12/30/2007,0.75,7.619203911,0.092930931
12/31/2007,0.75,5.178368715,0.219287258
1/1/2008,0,4.007413408,0.092329198
1/2/2008,0,3.376256983,0.185496138
1/3/2008,0,2.865041899,0.154339253
1/4/2008,13.25,3.504067039,0.157274849
1/5/2008,3,3.992631285,0.629907882
1/6/2008,5.25,3.207243017,0.546864956
1/7/2008,9.5,4.390969274,0.697083171
1/8/2008,25.75,13.08250559,0.32478244
1/9/2008,25,12.27710615,0.480503214
1/10/2008,29.75,32.15961453,0.129531496
1/11/2008,0.5,10.51763128,0
1/12/2008,10,6.71852514,0.255001182
1/13/2008,16.75,9.718064246,0.225021401
1/14/2008,31,16.94343017,0.199858192
1/15/2008,30.75,31.94886872,0.434937134
1/16/2008,2,11.76785196,0.640788259
1/17/2008,11.5,8.817938547,0.35058732
1/18/2008,92.25,48.81398883,0.112294686
1/19/2008,74.5,54.44891899,0.465492711
1/20/2008,82,73.80168436,0.185580655
1/21/2008,29.75,41.04804469,0.13841622
1/22/2008,13,14.73843017,0.080562165
1/23/2008,18.25,13.87043296,0.097752831
1/24/2008,2.75,13.01829888,1.016996823
1/25/2008,0,8.156715084,0.904173255
1/26/2008,1,5.82448324,0.754229534
1/27/2008,0,4.479058659,0.43436372
1/28/2008,0.5,3.770547486,0.37678689
1/29/2008,14,4.211924581,0.028932307
1/30/2008,3.75,3.848631285,0.682561267
1/31/2008,17.25,7.937874302,0.750247841
2/1/2008,3,4.936273743,0.373034495
2/2/2008,5.5,4.097664804,0.304399969
2/3/2008,7.5,4.648600559,0.251406363
2/4/2008,17.25,5.329458101,0.279293258
2/5/2008,15.25,9.576326816,0.508773956
2/6/2008,1,9.112298883,1.000530308
2/7/2008,1.5,5.807162011,0.416361845
2/8/2008,0,4.541027933,0.335449728
2/9/2008,0,3.767002793,2.672460357
2/10/2008,1.75,3.320748603,1.50020706
2/11/2008,0,2.939379888,1.731070355
2/12/2008,0.25,2.602659218,2.144949955
2/13/2008,0,2.352921788,1.688304098
2/14/2008,0.25,2.159899441,0.176824332
2/15/2008,0,1.986837989,0.476886435
2/16/2008,0,1.811840782,0.867916209
2/17/2008,0,1.654541899,1.630709287
2/18/2008,0,1.548175978,1.944100832
2/19/2008,0.25,1.455134078,1.50540319
2/20/2008,0.75,1.395276536,0.669188009
2/21/2008,14.25,2.099061453,0.090655951
2/22/2008,9,2.980030726,0.063060288
2/23/2008,7,2.445159218,0.251778136
2/24/2008,4.75,2.52374581,0.374891228
2/25/2008,30.5,5.395248603,0.576978866
2/26/2008,6.5,15.0675838,1.210435294
2/27/2008,0,4.905930168,1.114830561
2/28/2008,0.25,3.520181564,1.012379723
2/29/2008,41.25,15.30857263,0.103261423
3/1/2008,22.75,12.6451257,1.534053127
3/2/2008,2.75,12.05341341,1.542079623
3/3/2008,3.25,6.478768156,0.841379964
3/4/2008,4,4.673111732,1.64969492
3/5/2008,1.25,3.835734637,0.559607751
3/6/2008,0.5,3.34274581,1.111359685
3/7/2008,11.75,4.916891061,1.180880803
3/8/2008,29,9.772743017,0.339335992
3/9/2008,10.25,10.15441341,1.151848134
3/10/2008,34.25,18.36759218,0.578078569
3/11/2008,8.5,12.74902793,1.051057883
3/12/2008,1.75,7.484203911,1.259276888
3/13/2008,2.75,5.16602514,1.060645603
3/14/2008,0.25,4.060181564,1.292092396
3/15/2008,36.5,10.44289106,0.162431635
3/16/2008,5,13.65159218,0.842510779
3/17/2008,0,6.565650838,2.32938237
3/18/2008,0,4.575142458,0.86160767
3/19/2008,0.25,3.690125698,2.094489283
3/20/2008,30.25,7.555273743,0.379329292
3/21/2008,11.25,10.01559218,1.272479311
3/22/2008,2.25,6.244240223,1.101262478
3/23/2008,11,5.842634078,1.29697053
3/24/2008,3.75,4.736916201,1.337810063
3/25/2008,3.75,4.090776536,1.355474422
3/26/2008,4.25,4.209812849,1.211334667
3/27/2008,3.25,3.946600559,2.219263411
3/28/2008,29,11.16465084,0.869997739
3/29/2008,30,16.47532961,0.569545451
3/30/2008,3.25,15.88990223,1.492784607
3/31/2008,1,7.910446927,2.190119956
4/1/2008,10.5,7.929628492,1.549826505
4/2/2008,6,5.95877933,0.555431999
4/3/2008,0,4.699810056,3.434577232
4/4/2008,3,3.948310056,1.501001949
4/5/2008,0.5,3.529608939,2.185477419
4/6/2008,5,3.228611732,1.950210536
4/7/2008,3,2.934201117,1.695455457
4/8/2008,2.5,2.73524581,2.480256959
4/9/2008,3.5,2.488173184,2.058972146
4/10/2008,5,2.448628492,1.361796434
4/11/2008,17,3.778969274,1.183063576
4/12/2008,9.75,6.722798883,2.040409671
4/13/2008,9,5.827952514,1.478981682
4/14/2008,3.25,4.43174581,3.084213691
4/15/2008,0.5,3.701438547,2.344486121
4/16/2008,0.25,3.280675978,2.894233735
4/17/2008,0.5,2.911148045,2.054969562
4/18/2008,0,2.616083799,1.358828921
4/19/2008,3.25,2.434877095,0.639165363
4/20/2008,1.75,2.36999162,0.287209499
4/21/2008,0,2.171413408,0.907826107
4/22/2008,0.5,1.938318436,3.640375218
4/23/2008,2.75,1.883212291,3.45768317
4/24/2008,10.5,2.309656425,2.52072239
4/25/2008,16.75,3.161689944,1.059573025
4/26/2008,0,2.882438547,3.579321652
4/27/2008,10,2.793318436,1.271081842
4/28/2008,22.75,9.595332402,1.94171514
4/29/2008,17.75,5.678094972,1.702534356
4/30/2008,7.75,9.05696648,1.523864716
5/1/2008,1.25,5.204689944,2.892706542
5/2/2008,1.5,3.997131285,3.109585547
5/3/2008,0,3.359639665,4.258961101
5/4/2008,0,2.922335196,2.610160529
5/5/2008,0,2.578449721,4.968279621
5/6/2008,0,2.338441341,6.109805301
5/7/2008,0,2.125759777,5.62213597
5/8/2008,0.75,1.936081006,6.580356835
5/9/2008,5.75,1.886505587,1.377057361
5/10/2008,0.25,1.84572905,3.369460571
5/11/2008,0,1.617812849,6.526954623
5/12/2008,0,1.496463687,6.215542255
5/13/2008,0,1.405081006,6.165077837
5/14/2008,0,1.33272905,5.778302426
5/15/2008,2,1.309550279,1.338294317
5/16/2008,7,1.363826816,0.571755477
5/17/2008,5.75,1.429039106,0.784134184
5/18/2008,0,1.290192737,4.15065013
5/19/2008,0.25,1.163036313,5.074055405
5/20/2008,0,1.095486034,3.623904143
5/21/2008,0,1.053377095,4.520589912
5/22/2008,2.25,1.042189944,2.149539637
5/23/2008,1,1.017527933,3.975942248
5/24/2008,0.25,0.970215084,5.265262954
5/25/2008,6.5,1.002695531,0.988969464
5/26/2008,2.5,0.958952514,2.525351935
5/27/2008,5,1.016648045,0.87390107
5/28/2008,11.25,1.296201117,1.016144527
5/29/2008,0,1.147726257,4.481228499
5/30/2008,0,0.974488827,2.722500656
5/31/2008,0.25,0.895600559,5.557218826
6/1/2008,0,0.852938547,1.899160231
6/2/2008,2.75,0.841122905,2.004542305
6/3/2008,0,0.827748603,2.436557958
6/4/2008,0,0.781969274,3.202010691
6/5/2008,8.25,0.821765363,1.791988421
6/6/2008,0,0.797455307,3.571347739
6/7/2008,0.25,0.739106145,2.448703716
6/8/2008,0,0.707405028,3.256957121
6/9/2008,0,0.692069832,2.777985742
6/10/2008,0,0.672108939,1.951625464
6/11/2008,4,0.665019553,0.915808095
6/12/2008,0.25,0.681586592,1.240499628
6/13/2008,0.5,0.649005587,0.604639815
6/14/2008,0,0.634952514,0.977708544
6/15/2008,0,0.626606145,0.607464931
6/16/2008,0,0.612050279,0.683367239
6/17/2008,6.25,0.630603352,0.323827576
6/18/2008,45.5,3.065932961,1.098656764
6/19/2008,2,2.651455307,3.626563276
6/20/2008,0,1.218041899,5.248278415
6/21/2008,22,2.272776536,0.753151545
6/22/2008,1.5,2.751184358,2.572267319
6/23/2008,0,1.631614525,5.178674484
6/24/2008,1,1.381600559,4.7191687
6/25/2008,3.25,1.319581006,2.30354034
6/26/2008,58,17.24839944,1.723249807
6/27/2008,15,12.15241341,1.117408963
6/28/2008,1,7.648340782,2.813600939
6/29/2008,12,5.741572626,1.850193571
6/30/2008,0.5,4.051684358,3.122153851
7/1/2008,3.25,3.333393855,5.22740197
7/2/2008,8,3.310265363,2.608975402
7/3/2008,3.75,3.601332402,3.105289332
7/4/2008,2.25,2.828162011,4.288356563
7/5/2008,6,3.075209497,2.717265335
7/6/2008,20,12.21362849,2.540315494
7/7/2008,4,10.55013687,2.339443216
